id,country,pop,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
185,Indonesia,279134505,IDN,2021-07-16,56169540.0,40228811.0,15940729.0,,731292.0,789342.0,20.32,14.56,5.77,,2856.0,636178.0,0.23
186,Indonesia,279134505,IDN,2021-07-17,57486482.0,41268627.0,16217855.0,,1316942.0,903439.0,20.8,14.93,5.87,,3269.0,725079.0,0.262
187,Indonesia,279134505,IDN,2021-07-18,57947614.0,41673464.0,16274150.0,,461132.0,952750.0,20.97,15.08,5.89,,3447.0,772349.0,0.279
188,Indonesia,279134505,IDN,2021-07-19,58495882.0,42095531.0,16400351.0,,548268.0,1013032.0,21.17,15.23,5.93,,3666.0,818191.0,0.296
189,Indonesia,279134505,IDN,2021-07-20,58795963.0,42344675.0,16451288.0,,300081.0,955765.0,21.27,15.32,5.95,,3458.0,775724.0,0.281
190,Indonesia,279134505,IDN,2021-07-21,59218277.0,42611602.0,16606675.0,,422314.0,671041.0,21.43,15.42,6.01,,2428.0,528881.0,0.191
191,Indonesia,279134505,IDN,2021-07-22,60051995.0,43155795.0,16896200.0,,833718.0,659107.0,21.73,15.62,6.11,,2385.0,503949.0,0.182
192,Indonesia,279134505,IDN,2021-07-23,60871399.0,43717254.0,17154145.0,,819404.0,671694.0,22.03,15.82,6.21,,2430.0,498349.0,0.18
193,Indonesia,279134505,IDN,2021-07-24,61583922.0,44107926.0,17475996.0,,712523.0,585349.0,22.28,15.96,6.32,,2118.0,405614.0,0.147
194,Indonesia,279134505,IDN,2021-07-25,62376478.0,44469974.0,17906504.0,,792556.0,632695.0,22.57,16.09,6.48,,2289.0,399501.0,0.145
195,Indonesia,279134505,IDN,2021-07-26,62858198.0,44728320.0,18129878.0,,481720.0,623188.0,22.74,16.18,6.56,,2255.0,376113.0,0.136
196,Indonesia,279134505,IDN,2021-07-27,63944892.0,45278549.0,18666343.0,,1086694.0,735561.0,23.14,16.38,6.75,,2662.0,419125.0,0.152
197,Indonesia,279134505,IDN,2021-07-28,64838074.0,45734912.0,19103162.0,,893182.0,802828.0,23.46,16.55,6.91,,2905.0,446187.0,0.161
198,Indonesia,279134505,IDN,2021-07-29,65959164.0,46289942.0,19669222.0,,1121090.0,843881.0,23.87,16.75,7.12,,3054.0,447735.0,0.162
199,Indonesia,279134505,IDN,2021-07-30,66952414.0,46805993.0,20146421.0,,993250.0,868716.0,24.23,16.94,7.29,,3143.0,441248.0,0.16
200,Indonesia,279134505,IDN,2021-07-31,67761337.0,47226514.0,20534823.0,,808923.0,882488.0,24.52,17.09,7.43,,3193.0,445513.0,0.161
201,Indonesia,279134505,IDN,2021-08-01,68151247.0,47478168.0,20673079.0,,389910.0,824967.0,24.66,17.18,7.48,,2985.0,429742.0,0.155
202,Indonesia,279134505,IDN,2021-08-02,68620908.0,47686483.0,20934425.0,,469661.0,823244.0,24.83,17.26,7.58,,2979.0,422595.0,0.153
203,Indonesia,279134505,IDN,2021-08-03,69543116.0,48106208.0,21436908.0,,922208.0,799746.0,25.16,17.41,7.76,,2894.0,403951.0,0.146
204,Indonesia,279134505,IDN,2021-08-04,70450631.0,48485265.0,21965366.0,,907515.0,801794.0,25.49,17.54,7.95,,2901.0,392908.0,0.142
205,Indonesia,279134505,IDN,2021-08-05,71044502.0,48834123.0,22210379.0,,593871.0,726477.0,25.71,17.67,8.04,,2629.0,363454.0,0.132
206,Indonesia,279134505,IDN,2021-08-06,72282882.0,49391058.0,22891824.0,,1238380.0,761495.0,26.16,17.87,8.28,,2755.0,369295.0,0.134
207,Indonesia,279134505,IDN,2021-08-07,73147087.0,49801823.0,23345264.0,,864205.0,769393.0,26.47,18.02,8.45,,2784.0,367901.0,0.133
208,Indonesia,279134505,IDN,2021-08-08,74275263.0,50497940.0,23777323.0,,1128176.0,874859.0,26.88,18.27,8.6,,3166.0,431396.0,0.156
209,Indonesia,279134505,IDN,2021-08-09,74842339.0,50630315.0,24212024.0,,567076.0,888776.0,27.08,18.32,8.76,,3216.0,420547.0,0.152
210,Indonesia,279134505,IDN,2021-08-10,76093131.0,51195551.0,24897580.0,,1250792.0,935716.0,27.53,18.52,9.01,,3386.0,441335.0,0.16
211,Indonesia,279134505,IDN,2021-08-11,77145224.0,51705924.0,25439300.0,,1052093.0,956370.0,27.91,18.71,9.21,,3461.0,460094.0,0.166
212,Indonesia,279134505,IDN,2021-08-12,77639416.0,51894566.0,25744850.0,,494192.0,942131.0,28.09,18.78,9.32,,3409.0,437206.0,0.158
213,Indonesia,279134505,IDN,2021-08-13,80441273.0,53212350.0,27228923.0,,2801857.0,1165484.0,29.11,19.25,9.85,,4217.0,545899.0,0.198
214,Indonesia,279134505,IDN,2021-08-14,81412426.0,53618870.0,27793556.0,,971153.0,1180763.0,29.46,19.4,10.06,,4273.0,545292.0,0.197
215,Indonesia,279134505,IDN,2021-08-15,81800407.0,53688122.0,28112285.0,,387981.0,1075021.0,29.6,19.43,10.17,,3890.0,455740.0,0.165
216,Indonesia,279134505,IDN,2021-08-16,82907666.0,54382680.0,28524986.0,,1107259.0,1152190.0,30.0,19.68,10.32,,4169.0,536052.0,0.194
217,Indonesia,279134505,IDN,2021-08-17,84141599.0,54982550.0,29159049.0,,1233933.0,1149781.0,30.45,19.9,10.55,,4160.0,541000.0,0.196
218,Indonesia,279134505,IDN,2021-08-18,84595839.0,55192494.0,29403345.0,,454240.0,1064374.0,30.61,19.97,10.64,,3851.0,498081.0,0.18
219,Indonesia,279134505,IDN,2021-08-19,86414456.0,56045931.0,30368525.0,,1818617.0,1253577.0,31.27,20.28,10.99,,4536.0,593052.0,0.215
220,Indonesia,279134505,IDN,2021-08-20,87257192.0,56504055.0,30753137.0,,842736.0,973703.0,31.57,20.45,11.13,,3523.0,470244.0,0.17
221,Indonesia,279134505,IDN,2021-08-21,88197072.0,56986150.0,31210922.0,,939880.0,969235.0,31.91,20.62,11.29,,3507.0,481040.0,0.174
222,Indonesia,279134505,IDN,2021-08-22,88941175.0,57339307.0,31601868.0,,744103.0,1020110.0,32.18,20.75,11.43,,3691.0,521598.0,0.189
223,Indonesia,279134505,IDN,2021-08-23,89825940.0,57779716.0,32046224.0,,884765.0,988325.0,32.5,20.91,11.6,,3576.0,485291.0,0.176
224,Indonesia,279134505,IDN,2021-08-24,91109808.0,58468810.0,32640998.0,,1283868.0,995458.0,32.97,21.16,11.81,,3602.0,498037.0,0.18
225,Indonesia,279134505,IDN,2021-08-25,92105838.0,59011333.0,33094505.0,,996030.0,1072857.0,33.33,21.35,11.98,,3882.0,545548.0,0.197
226,Indonesia,279134505,IDN,2021-08-26,92784183.0,59426934.0,33357249.0,,678345.0,909961.0,33.57,21.5,12.07,,3293.0,483000.0,0.175
227,Indonesia,279134505,IDN,2021-08-27,94556758.0,60435555.0,34121203.0,,1772575.0,1042795.0,34.21,21.87,12.35,,3773.0,561643.0,0.203
228,Indonesia,279134505,IDN,2021-08-28,95925079.0,61222258.0,34702821.0,,1368321.0,1104001.0,34.71,22.15,12.56,,3995.0,605158.0,0.219
229,Indonesia,279134505,IDN,2021-08-29,96512676.0,61654676.0,34858000.0,,587597.0,1081643.0,34.92,22.31,12.61,,3914.0,616481.0,0.223
230,Indonesia,279134505,IDN,2021-08-30,97609356.0,62294896.0,35314460.0,,1096680.0,1111917.0,35.32,22.54,12.78,,4023.0,645026.0,0.233
231,Indonesia,279134505,IDN,2021-08-31,98966499.0,63111288.0,35855211.0,,1357143.0,1122384.0,35.81,22.84,12.97,,4061.0,663211.0,0.24
232,Indonesia,279134505,IDN,2021-09-01,100288175.0,63944955.0,36343220.0,,1321676.0,1168905.0,36.29,23.14,13.15,,4230.0,704803.0,0.255
233,Indonesia,279134505,IDN,2021-09-02,101602002.0,64742601.0,36859401.0,,1313827.0,1259688.0,36.76,23.43,13.34,,4558.0,759381.0,0.275
234,Indonesia,279134505,IDN,2021-09-03,103542706.0,65894673.0,37648033.0,,1940704.0,1283707.0,37.47,23.84,13.62,,4645.0,779874.0,0.282
235,Indonesia,279134505,IDN,2021-09-04,104384321.0,66353669.0,38030652.0,,841615.0,1208463.0,37.77,24.01,13.76,,4373.0,733059.0,0.265
236,Indonesia,279134505,IDN,2021-09-05,105005826.0,66782673.0,38223153.0,,621505.0,1213307.0,38.0,24.16,13.83,,4390.0,732571.0,0.265
237,Indonesia,279134505,IDN,2021-09-06,105627444.0,67155353.0,38472091.0,,621618.0,1145441.0,38.22,24.3,13.92,,4145.0,694351.0,0.251
238,Indonesia,279134505,IDN,2021-09-07,107374568.0,68208588.0,39165980.0,,1747124.0,1201153.0,38.85,24.68,14.17,,4346.0,728186.0,0.263
239,Indonesia,279134505,IDN,2021-09-08,108916110.0,69194539.0,39721571.0,,1541542.0,1232562.0,39.41,25.04,14.37,,4460.0,749941.0,0.271
240,Indonesia,279134505,IDN,2021-09-09,110685380.0,70322560.0,40362820.0,,1769270.0,1297625.0,40.05,25.45,14.61,,4695.0,797137.0,0.288
241,Indonesia,279134505,IDN,2021-09-10,112043252.0,71175259.0,40867993.0,,1357872.0,1214364.0,40.54,25.75,14.79,,4394.0,754369.0,0.273
242,Indonesia,279134505,IDN,2021-09-11,113783060.0,72248720.0,41534340.0,,1739808.0,1342677.0,41.17,26.14,15.03,,4858.0,842150.0,0.305
243,Indonesia,279134505,IDN,2021-09-12,114500929.0,72766195.0,41734734.0,,717869.0,1356443.0,41.43,26.33,15.1,,4908.0,854789.0,0.309
244,Indonesia,279134505,IDN,2021-09-13,115415402.0,73310563.0,42104839.0,,914473.0,1398280.0,41.76,26.53,15.24,,5060.0,879316.0,0.318
245,Indonesia,279134505,IDN,2021-09-14,116822846.0,74257515.0,42565331.0,,1407444.0,1349754.0,42.27,26.87,15.4,,4884.0,864132.0,0.313
246,Indonesia,279134505,IDN,2021-09-15,118103364.0,75140724.0,42962640.0,,1280518.0,1312465.0,42.74,27.19,15.55,,4749.0,849455.0,0.307
247,Indonesia,279134505,IDN,2021-09-16,119638458.0,76153487.0,43484971.0,,1535094.0,1279011.0,43.29,27.56,15.73,,4628.0,832990.0,0.301
248,Indonesia,279134505,IDN,2021-09-17,121542203.0,77417488.0,44124715.0,,1903745.0,1356993.0,43.98,28.01,15.97,,4910.0,891747.0,0.323
249,Indonesia,279134505,IDN,2021-09-18,123257089.0,78540519.0,44716570.0,,1714886.0,1353433.0,44.6,28.42,16.18,,4897.0,898828.0,0.325
250,Indonesia,279134505,IDN,2021-09-19,124649550.0,79515356.0,45134194.0,,1392461.0,1449803.0,45.1,28.77,16.33,,5246.0,964166.0,0.349
251,Indonesia,279134505,IDN,2021-09-20,124882412.0,79657762.0,45224650.0,,232862.0,1352430.0,45.19,28.82,16.36,,4894.0,906743.0,0.328
252,Indonesia,279134505,IDN,2021-09-21,126261777.0,80408744.0,45853033.0,,1379365.0,1348419.0,45.69,29.1,16.59,,4879.0,878747.0,0.318
253,Indonesia,279134505,IDN,2021-09-22,128609965.0,82113788.0,46496177.0,,2348188.0,1500943.0,46.54,29.71,16.82,,5431.0,996152.0,0.36
254,Indonesia,279134505,IDN,2021-09-23,130228475.0,83248128.0,46980347.0,,1618510.0,1512860.0,47.12,30.12,17.0,,5474.0,1013520.0,0.367
255,Indonesia,279134505,IDN,2021-09-24,132572040.0,84863899.0,47708141.0,,2343565.0,1575691.0,47.97,30.71,17.26,,5702.0,1063773.0,0.385
256,Indonesia,279134505,IDN,2021-09-25,133429623.0,85433518.0,47996105.0,,857583.0,1453219.0,48.28,30.91,17.37,,5258.0,984714.0,0.356
257,Indonesia,279134505,IDN,2021-09-26,134987333.0,86460685.0,48526648.0,,1557710.0,1476826.0,48.84,31.29,17.56,,5344.0,992190.0,0.359
258,Indonesia,279134505,IDN,2021-09-27,136078002.0,87162526.0,48915476.0,,1090669.0,1599370.0,49.24,31.54,17.7,,5787.0,1072109.0,0.388
259,Indonesia,279134505,IDN,2021-09-28,138186855.0,88531137.0,49655718.0,,2108853.0,1703583.0,50.0,32.03,17.97,,6164.0,1160342.0,0.42
260,Indonesia,279134505,IDN,2021-09-29,140235980.0,89822987.0,50412993.0,,2049125.0,1660859.0,50.74,32.5,18.24,,6010.0,1101314.0,0.399
261,Indonesia,279134505,IDN,2021-09-30,142192361.0,91079001.0,51113360.0,,1956381.0,1709127.0,51.45,32.96,18.5,,6184.0,1118696.0,0.405
262,Indonesia,279134505,IDN,2021-10-01,143911698.0,92161001.0,51750697.0,,1719337.0,1619951.0,52.07,33.35,18.73,,5862.0,1042443.0,0.377
263,Indonesia,279134505,IDN,2021-10-02,145383060.0,93066494.0,52316566.0,,1471362.0,1707634.0,52.61,33.68,18.93,,6179.0,1090425.0,0.395
264,Indonesia,279134505,IDN,2021-10-03,146456498.0,93780446.0,52676052.0,,1073438.0,1638452.0,52.99,33.93,19.06,,5929.0,1045680.0,0.378
265,Indonesia,279134505,IDN,2021-10-04,147230613.0,94223690.0,53006923.0,,774115.0,1593230.0,53.27,34.09,19.18,,5765.0,1008738.0,0.365
266,Indonesia,279134505,IDN,2021-10-05,148596138.0,94939217.0,53656921.0,,1365525.0,1487040.0,53.77,34.35,19.42,,5381.0,915440.0,0.331
267,Indonesia,279134505,IDN,2021-10-06,150223752.0,95781773.0,54441979.0,,1627614.0,1426825.0,54.36,34.66,19.7,,5163.0,851255.0,0.308
268,Indonesia,279134505,IDN,2021-10-07,151451699.0,96492154.0,54959545.0,,1227947.0,1322763.0,54.8,34.92,19.89,,4786.0,773308.0,0.28
269,Indonesia,279134505,IDN,2021-10-08,154252314.0,98146308.0,56106006.0,,2800615.0,1477231.0,55.82,35.51,20.3,,5345.0,855044.0,0.309
270,Indonesia,279134505,IDN,2021-10-09,156281958.0,99373294.0,56908664.0,,2029644.0,1556985.0,56.55,35.96,20.59,,5634.0,900971.0,0.326
271,Indonesia,279134505,IDN,2021-10-10,157468784.0,100059481.0,57409303.0,,1186826.0,1573184.0,56.98,36.21,20.77,,5692.0,897005.0,0.325
272,Indonesia,279134505,IDN,2021-10-11,157929575.0,100322375.0,57607200.0,,460791.0,1528423.0,57.15,36.3,20.84,,5531.0,871241.0,0.315
273,Indonesia,279134505,IDN,2021-10-12,159768474.0,101362894.0,58405580.0,,1838899.0,1596048.0,57.81,36.68,21.13,,5775.0,917668.0,0.332
274,Indonesia,279134505,IDN,2021-10-13,162097315.0,102685817.0,59411498.0,,2328841.0,1696223.0,58.65,37.16,21.5,,6138.0,986292.0,0.357
275,Indonesia,279134505,IDN,2021-10-14,164730775.0,104308702.0,60422073.0,,2633460.0,1897011.0,59.61,37.74,21.86,,6864.0,1116650.0,0.404
276,Indonesia,279134505,IDN,2021-10-15,166861741.0,105464686.0,61397055.0,,2130966.0,1801347.0,60.38,38.16,22.22,,6518.0,1045483.0,0.378
277,Indonesia,279134505,IDN,2021-10-16,168836886.0,106669970.0,62166916.0,,1975145.0,1793561.0,61.09,38.6,22.49,,6490.0,1042382.0,0.377
278,Indonesia,279134505,IDN,2021-10-17,170235796.0,107503228.0,62732568.0,,1398910.0,1823859.0,61.6,38.9,22.7,,6600.0,1063392.0,0.385
279,Indonesia,279134505,IDN,2021-10-18,171169816.0,107981016.0,63188800.0,,934020.0,1891463.0,61.94,39.07,22.86,,6844.0,1094092.0,0.396
280,Indonesia,279134505,IDN,2021-10-19,173014525.0,109005627.0,64008898.0,,1844709.0,1892293.0,62.6,39.44,23.16,,6847.0,1091819.0,0.395
281,Indonesia,279134505,IDN,2021-10-20,174419558.0,109796866.0,64622692.0,,1405033.0,1760320.0,63.11,39.73,23.38,,6370.0,1015864.0,0.368
282,Indonesia,279134505,IDN,2021-10-21,175579925.0,110406777.0,65173148.0,,1160367.0,1549879.0,63.53,39.95,23.58,,5608.0,871154.0,0.315
283,Indonesia,279134505,IDN,2021-10-22,177812708.0,111496041.0,66316667.0,,2232783.0,1564424.0,64.34,40.34,24.0,,5661.0,861622.0,0.312
284,Indonesia,279134505,IDN,2021-10-23,179437660.0,112271928.0,67165732.0,,1624952.0,1514396.0,64.93,40.62,24.3,,5480.0,800280.0,0.29
285,Indonesia,279134505,IDN,2021-10-24,180948208.0,113032768.0,67915440.0,,1510548.0,1530345.0,65.48,40.9,24.57,,5537.0,789934.0,0.286
286,Indonesia,279134505,IDN,2021-10-25,181688388.0,113424379.0,68264009.0,,740180.0,1502653.0,65.74,41.04,24.7,,5437.0,777623.0,0.281
287,Indonesia,279134505,IDN,2021-10-26,183477223.0,114347101.0,69130122.0,,1788835.0,1494671.0,66.39,41.38,25.01,,5408.0,763068.0,0.276
288,Indonesia,279134505,IDN,2021-10-27,185616142.0,115502524.0,70113618.0,,2138919.0,1599512.0,67.16,41.79,25.37,,5788.0,815094.0,0.295
289,Indonesia,279134505,IDN,2021-10-28,187720150.0,116620281.0,71099869.0,,2104008.0,1734318.0,67.93,42.2,25.73,,6276.0,887643.0,0.321
290,Indonesia,279134505,IDN,2021-10-29,189750191.0,117689114.0,72061077.0,,2030041.0,1705355.0,68.66,42.59,26.07,,6171.0,884725.0,0.32
291,Indonesia,279134505,IDN,2021-10-30,192442506.0,119151818.0,73290688.0,,2692315.0,1857835.0,69.63,43.11,26.52,,6722.0,982841.0,0.356
292,Indonesia,279134505,IDN,2021-10-31,193361231.0,119662248.0,73698983.0,,918725.0,1773289.0,69.97,43.3,26.67,,6417.0,947069.0,0.343
293,Indonesia,279134505,IDN,2021-11-01,194141514.0,120052587.0,74088927.0,,780283.0,1779018.0,70.25,43.44,26.81,,6437.0,946887.0,0.343
294,Indonesia,279134505,IDN,2021-11-02,195693514.0,120887847.0,74805667.0,,1552000.0,1745184.0,70.81,43.74,27.07,,6315.0,934392.0,0.338
295,Indonesia,279134505,IDN,2021-11-03,197804943.0,121975753.0,75829190.0,,2111429.0,1741257.0,71.57,44.14,27.44,,6301.0,924747.0,0.335
296,Indonesia,279134505,IDN,2021-11-04,199539846.0,122852096.0,76687750.0,,1734903.0,1688528.0,72.2,44.45,27.75,,6110.0,890259.0,0.322
297,Indonesia,279134505,IDN,2021-11-05,201512037.0,123824199.0,77687838.0,,1972191.0,1680264.0,72.92,44.81,28.11,,6080.0,876441.0,0.317
298,Indonesia,279134505,IDN,2021-11-06,202270239.0,124156167.0,78114072.0,,758202.0,1403962.0,73.19,44.93,28.27,,5080.0,714907.0,0.259
299,Indonesia,279134505,IDN,2021-11-07,204100126.0,125105963.0,78994163.0,,1829887.0,1534128.0,73.85,45.27,28.58,,5551.0,777674.0,0.281
300,Indonesia,279134505,IDN,2021-11-08,204606962.0,125394487.0,79212475.0,,506836.0,1495064.0,74.04,45.37,28.66,,5410.0,763129.0,0.276
301,Indonesia,279134505,IDN,2021-11-09,206529810.0,126459285.0,80070525.0,,1922848.0,1548042.0,74.73,45.76,28.97,,5602.0,795920.0,0.288
302,Indonesia,279134505,IDN,2021-11-10,208289405.0,127335266.0,80954139.0,,1759595.0,1497780.0,75.37,46.08,29.29,,5420.0,765645.0,0.277
303,Indonesia,279134505,IDN,2021-11-11,209858444.0,128147345.0,81711099.0,,1569039.0,1474085.0,75.94,46.37,29.57,,5334.0,756464.0,0.274
304,Indonesia,279134505,IDN,2021-11-12,211907880.0,129089388.0,82818492.0,,2049436.0,1485120.0,76.68,46.71,29.97,,5374.0,752170.0,0.272
305,Indonesia,279134505,IDN,2021-11-13,213128276.0,129710190.0,83418086.0,,1220396.0,1551148.0,77.12,46.93,30.18,,5613.0,793432.0,0.287
306,Indonesia,279134505,IDN,2021-11-14,214445104.0,130283345.0,84161759.0,,1316828.0,1477854.0,77.6,47.14,30.45,,5348.0,739626.0,0.268
307,Indonesia,279134505,IDN,2021-11-15,215168960.0,130616514.0,84552446.0,,723856.0,1508857.0,77.86,47.26,30.59,,5460.0,746004.0,0.27
308,Indonesia,279134505,IDN,2021-11-16,216663555.0,131292871.0,85370684.0,,1494595.0,1447678.0,78.4,47.51,30.89,,5238.0,690512.0,0.25
309,Indonesia,279134505,IDN,2021-11-17,218286093.0,132006377.0,86279716.0,,1622538.0,1428098.0,78.99,47.77,31.22,,5167.0,667302.0,0.241
310,Indonesia,279134505,IDN,2021-11-18,218409909.0,132073986.0,86335923.0,,123816.0,1221638.0,79.03,47.79,31.24,,4420.0,560949.0,0.203
311,Indonesia,279134505,IDN,2021-11-19,221362168.0,133402051.0,87960117.0,,2952259.0,1350613.0,80.1,48.27,31.83,,4887.0,616095.0,0.223
312,Indonesia,279134505,IDN,2021-11-20,222785206.0,134025009.0,88760197.0,,1423038.0,1379561.0,80.61,48.5,32.12,,4992.0,616403.0,0.223
313,Indonesia,279134505,IDN,2021-11-21,223638627.0,134418286.0,89220341.0,,853421.0,1313360.0,80.92,48.64,32.28,,4752.0,590706.0,0.214
314,Indonesia,279134505,IDN,2021-11-22,224041006.0,134614136.0,89426870.0,,402379.0,1267435.0,81.07,48.71,32.36,,4586.0,571089.0,0.207
315,Indonesia,279134505,IDN,2021-11-23,225644845.0,135417063.0,90227782.0,,1603839.0,1283041.0,81.65,49.0,32.65,,4643.0,589170.0,0.213
316,Indonesia,279134505,IDN,2021-11-24,227295834.0,136080848.0,91214986.0,,1650989.0,1287106.0,82.25,49.24,33.01,,4657.0,582067.0,0.211
317,Indonesia,279134505,IDN,2021-11-25,228987709.0,136713147.0,92274562.0,,1691875.0,1511114.0,82.86,49.47,33.39,,5468.0,662737.0,0.24
318,Indonesia,279134505,IDN,2021-11-26,230610233.0,137505204.0,93105029.0,,1622524.0,1321152.0,83.45,49.76,33.69,,4781.0,586165.0,0.212
319,Indonesia,279134505,IDN,2021-11-27,231786452.0,138119613.0,93666839.0,,1176219.0,1285892.0,83.87,49.98,33.89,,4653.0,584943.0,0.212
320,Indonesia,279134505,IDN,2021-11-28,232869968.0,138530231.0,94339737.0,,1083516.0,1318763.0,84.26,50.13,34.14,,4772.0,587421.0,0.213
321,Indonesia,279134505,IDN,2021-11-29,233664522.0,138908862.0,94755660.0,,794554.0,1374788.0,84.55,50.26,34.29,,4975.0,613532.0,0.222
322,Indonesia,279134505,IDN,2021-11-30,234839306.0,139365438.0,95473868.0,,1174784.0,1313494.0,84.98,50.43,34.55,,4753.0,564054.0,0.204
323,Indonesia,279134505,IDN,2021-12-01,236724392.0,140205046.0,96519346.0,,1885086.0,1346937.0,85.66,50.73,34.92,,4874.0,589171.0,0.213
324,Indonesia,279134505,IDN,2021-12-02,238203878.0,140885229.0,97318649.0,,1479486.0,1316596.0,86.19,50.98,35.21,,4764.0,596012.0,0.216
325,Indonesia,279134505,IDN,2021-12-03,239549926.0,141503092.0,98046834.0,,1346048.0,1277099.0,86.68,51.2,35.48,,4621.0,571127.0,0.207
326,Indonesia,279134505,IDN,2021-12-04,240654588.0,142030970.0,98623618.0,,1104662.0,1266877.0,87.08,51.39,35.69,,4584.0,558765.0,0.202
327,Indonesia,279134505,IDN,2021-12-05,241441928.0,142432347.0,99009581.0,,787340.0,1224566.0,87.36,51.54,35.83,,4431.0,557445.0,0.202
328,Indonesia,279134505,IDN,2021-12-06,241926512.0,142700940.0,99225572.0,,484584.0,1180284.0,87.54,51.64,35.9,,4271.0,541725.0,0.196
329,Indonesia,279134505,IDN,2021-12-07,243116796.0,143291352.0,99825444.0,,1190284.0,1182499.0,87.97,51.85,36.12,,4279.0,560845.0,0.203
330,Indonesia,279134505,IDN,2021-12-08,244253314.0,143794042.0,100459272.0,,1136518.0,1075560.0,88.38,52.03,36.35,,3892.0,512714.0,0.186
331,Indonesia,279134505,IDN,2021-12-09,245595833.0,144446324.0,101149509.0,,1342519.0,1055994.0,88.87,52.27,36.6,,3821.0,508728.0,0.184
332,Indonesia,279134505,IDN,2021-12-10,246880508.0,145085912.0,101794596.0,,1284675.0,1047226.0,89.33,52.5,36.83,,3789.0,511831.0,0.185
333,Indonesia,279134505,IDN,2021-12-11,248355276.0,145910019.0,102445257.0,,1474768.0,1100098.0,89.87,52.8,37.07,,3981.0,554150.0,0.201
334,Indonesia,279134505,IDN,2021-12-12,249399820.0,146489638.0,102910182.0,,1044544.0,1136842.0,90.24,53.01,37.24,,4114.0,579613.0,0.21
335,Indonesia,279134505,IDN,2021-12-13,249974816.0,146875959.0,103098857.0,,574996.0,1149758.0,90.45,53.15,37.31,,4160.0,596431.0,0.216
336,Indonesia,279134505,IDN,2021-12-14,251106714.0,147468396.0,103638318.0,,1131898.0,1141417.0,90.86,53.36,37.5,,4130.0,596721.0,0.216
337,Indonesia,279134505,IDN,2021-12-15,252866371.0,148344215.0,104522156.0,,1759657.0,1230437.0,91.5,53.68,37.82,,4452.0,650025.0,0.235
338,Indonesia,279134505,IDN,2021-12-16,254443692.0,149205571.0,105238121.0,,1577321.0,1263980.0,92.07,53.99,38.08,,4574.0,679892.0,0.246
339,Indonesia,279134505,IDN,2021-12-17,256270038.0,150249500.0,106020538.0,,1826346.0,1341361.0,92.73,54.37,38.36,,4854.0,737655.0,0.267
340,Indonesia,279134505,IDN,2021-12-18,257882469.0,151246296.0,106636173.0,,1612431.0,1361028.0,93.31,54.73,38.59,,4925.0,762325.0,0.276
341,Indonesia,279134505,IDN,2021-12-19,258469441.0,151417878.0,107051563.0,,586972.0,1295660.0,93.53,54.79,38.74,,4688.0,704034.0,0.255
342,Indonesia,279134505,IDN,2021-12-20,258955775.0,151775597.0,107180178.0,,486334.0,1282994.0,93.7,54.92,38.78,,4642.0,699948.0,0.253
343,Indonesia,279134505,IDN,2021-12-21,260302530.0,152596517.0,107706013.0,,1346755.0,1313688.0,94.19,55.22,38.97,,4754.0,732589.0,0.265
344,Indonesia,279134505,IDN,2021-12-22,262043740.0,153503685.0,108540055.0,,1741210.0,1311053.0,94.82,55.54,39.27,,4744.0,737067.0,0.267
345,Indonesia,279134505,IDN,2021-12-23,263751186.0,154494115.0,109257071.0,,1707446.0,1329642.0,95.44,55.9,39.53,,4811.0,755506.0,0.273
346,Indonesia,279134505,IDN,2021-12-24,265370276.0,155414524.0,109955752.0,,1619090.0,1300034.0,96.02,56.24,39.79,,4704.0,737861.0,0.267
347,Indonesia,279134505,IDN,2021-12-25,266589872.0,156182585.0,110407287.0,,1219596.0,1243915.0,96.46,56.51,39.95,,4501.0,705184.0,0.255
348,Indonesia,279134505,IDN,2021-12-26,267262585.0,156641778.0,110620807.0,,672713.0,1256163.0,96.71,56.68,40.03,,4545.0,746271.0,0.27
349,Indonesia,279134505,IDN,2021-12-27,267807642.0,156994786.0,110812856.0,,545057.0,1264552.0,96.9,56.81,40.1,,4576.0,745598.0,0.27
350,Indonesia,279134505,IDN,2021-12-28,269370107.0,157804805.0,111565302.0,,1562465.0,1295368.0,97.47,57.1,40.37,,4687.0,744041.0,0.269
351,Indonesia,279134505,IDN,2021-12-29,271240030.0,158962242.0,112277788.0,,1869923.0,1313756.0,98.15,57.52,40.63,,4754.0,779794.0,0.282
352,Indonesia,279134505,IDN,2021-12-30,273016811.0,160012443.0,113004368.0,,1776781.0,1323661.0,98.79,57.9,40.89,,4790.0,788333.0,0.285
353,Indonesia,279134505,IDN,2021-12-31,274749184.0,161082857.0,113666327.0,,1732373.0,1339844.0,99.42,58.29,41.13,,4848.0,809762.0,0.293
