id,country,pop,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
969,Vietnam,98953541,VNM,2021-07-01,3813767.0,3609761.0,204006.0,,36787.0,127646.0,3.88,3.68,0.21,,1300.0,118948.0,0.121
970,Vietnam,98953541,VNM,2021-07-02,3842646.0,3628241.0,214405.0,,28879.0,107867.0,3.91,3.7,0.22,,1099.0,98711.0,0.101
971,Vietnam,98953541,VNM,2021-07-03,3867407.0,3648805.0,218602.0,,24761.0,81168.0,3.94,3.72,0.22,,827.0,72152.0,0.073
972,Vietnam,98953541,VNM,2021-07-04,3890855.0,3667519.0,223336.0,,23448.0,72035.0,3.96,3.74,0.23,,734.0,62578.0,0.064
973,Vietnam,98953541,VNM,2021-07-05,3903105.0,3676247.0,226858.0,,12250.0,58000.0,3.98,3.74,0.23,,591.0,50305.0,0.051
974,Vietnam,98953541,VNM,2021-07-06,3928001.0,3692431.0,235570.0,,24896.0,47719.0,4.0,3.76,0.24,,486.0,40135.0,0.041
975,Vietnam,98953541,VNM,2021-07-07,3960956.0,3719043.0,241913.0,,32955.0,26282.0,4.03,3.79,0.25,,268.0,19301.0,0.02
976,Vietnam,98953541,VNM,2021-07-08,3983800.0,3734268.0,249532.0,,22844.0,24290.0,4.06,3.8,0.25,,247.0,17787.0,0.018
977,Vietnam,98953541,VNM,2021-07-09,4010786.0,3752512.0,258274.0,,26986.0,24020.0,4.09,3.82,0.26,,245.0,17753.0,0.018
978,Vietnam,98953541,VNM,2021-07-10,4040783.0,3769374.0,271409.0,,29997.0,24768.0,4.12,3.84,0.28,,252.0,17224.0,0.018
979,Vietnam,98953541,VNM,2021-07-11,4051585.0,3774138.0,277447.0,,10802.0,22961.0,4.13,3.84,0.28,,234.0,15231.0,0.016
980,Vietnam,98953541,VNM,2021-07-12,4063872.0,3783505.0,280367.0,,12287.0,22967.0,4.14,3.85,0.29,,234.0,15323.0,0.016
981,Vietnam,98953541,VNM,2021-07-13,4079066.0,3795182.0,283884.0,,15194.0,21581.0,4.16,3.87,0.29,,220.0,14679.0,0.015
982,Vietnam,98953541,VNM,2021-07-14,4146767.0,3859995.0,286772.0,,67701.0,26544.0,4.22,3.93,0.29,,270.0,20136.0,0.021
983,Vietnam,98953541,VNM,2021-07-15,4185623.0,3890947.0,294676.0,,38856.0,28832.0,4.26,3.96,0.3,,294.0,22383.0,0.023
984,Vietnam,98953541,VNM,2021-07-16,4233896.0,3935719.0,298177.0,,48273.0,31873.0,4.31,4.01,0.3,,325.0,26172.0,0.027
985,Vietnam,98953541,VNM,2021-07-17,4261252.0,3956254.0,304998.0,,27356.0,31496.0,4.34,4.03,0.31,,321.0,26697.0,0.027
986,Vietnam,98953541,VNM,2021-07-18,4283906.0,3977431.0,306475.0,,22654.0,33189.0,4.36,4.05,0.31,,338.0,29042.0,0.03
987,Vietnam,98953541,VNM,2021-07-19,4305501.0,3995710.0,309791.0,,21595.0,34518.0,4.39,4.07,0.32,,352.0,30315.0,0.031
988,Vietnam,98953541,VNM,2021-07-20,4336833.0,4019161.0,317672.0,,31332.0,36824.0,4.42,4.09,0.32,,375.0,31997.0,0.033
989,Vietnam,98953541,VNM,2021-07-21,4367939.0,4042984.0,324955.0,,31106.0,31596.0,4.45,4.12,0.33,,322.0,26141.0,0.027
990,Vietnam,98953541,VNM,2021-07-22,4411659.0,4077099.0,334560.0,,43720.0,32291.0,4.49,4.15,0.34,,329.0,26593.0,0.027
991,Vietnam,98953541,VNM,2021-07-23,4478757.0,4125156.0,353601.0,,67098.0,34980.0,4.56,4.2,0.36,,356.0,27062.0,0.028
992,Vietnam,98953541,VNM,2021-07-24,4535741.0,4163388.0,372353.0,,56984.0,39213.0,4.62,4.24,0.38,,399.0,29591.0,0.03
993,Vietnam,98953541,VNM,2021-07-25,4613491.0,4223628.0,389863.0,,77750.0,47084.0,4.7,4.3,0.4,,480.0,35171.0,0.036
994,Vietnam,98953541,VNM,2021-07-26,4746642.0,4323571.0,423071.0,,133151.0,63020.0,4.84,4.4,0.43,,642.0,46837.0,0.048
995,Vietnam,98953541,VNM,2021-07-27,5013175.0,4562339.0,450836.0,,266533.0,96620.0,5.11,4.65,0.46,,984.0,77597.0,0.079
996,Vietnam,98953541,VNM,2021-07-28,5321839.0,4825209.0,496630.0,,308664.0,136271.0,5.42,4.92,0.51,,1388.0,111746.0,0.114
997,Vietnam,98953541,VNM,2021-07-29,5529898.0,4983496.0,546402.0,,208059.0,159748.0,5.63,5.08,0.56,,1627.0,129485.0,0.132
998,Vietnam,98953541,VNM,2021-07-30,5931376.0,5342483.0,588893.0,,401478.0,207517.0,6.04,5.44,0.6,,2114.0,173904.0,0.177
999,Vietnam,98953541,VNM,2021-07-31,6203866.0,5583255.0,620611.0,,272490.0,238304.0,6.32,5.69,0.63,,2427.0,202838.0,0.207
1000,Vietnam,98953541,VNM,2021-08-01,6415219.0,5756155.0,659064.0,,211353.0,257390.0,6.53,5.86,0.67,,2622.0,218932.0,0.223
1001,Vietnam,98953541,VNM,2021-08-02,6959197.0,6246333.0,712864.0,,543978.0,316079.0,7.09,6.36,0.73,,3220.0,274680.0,0.28
1002,Vietnam,98953541,VNM,2021-08-03,7291808.0,6547477.0,744331.0,,332611.0,325519.0,7.43,6.67,0.76,,3316.0,283591.0,0.289
1003,Vietnam,98953541,VNM,2021-08-04,7553318.0,6774332.0,778986.0,,261510.0,318783.0,7.69,6.9,0.79,,3247.0,278446.0,0.284
1004,Vietnam,98953541,VNM,2021-08-05,8061116.0,7241093.0,820023.0,,507798.0,361603.0,8.21,7.38,0.84,,3683.0,322514.0,0.329
1005,Vietnam,98953541,VNM,2021-08-06,8528267.0,7664944.0,863323.0,,467151.0,370984.0,8.69,7.81,0.88,,3779.0,331780.0,0.338
1006,Vietnam,98953541,VNM,2021-08-07,8896615.0,8008156.0,888459.0,,368348.0,384678.0,9.06,8.16,0.91,,3919.0,346414.0,0.353
1007,Vietnam,98953541,VNM,2021-08-08,9405819.0,8460013.0,945806.0,,509204.0,427229.0,9.58,8.62,0.96,,4352.0,386265.0,0.393
1008,Vietnam,98953541,VNM,2021-08-09,9987587.0,8984300.0,1003287.0,,581768.0,432627.0,10.17,9.15,1.02,,4407.0,391138.0,0.398
1009,Vietnam,98953541,VNM,2021-08-10,11341864.0,10305762.0,1036102.0,,1354277.0,578579.0,11.55,10.5,1.06,,5894.0,536898.0,0.547
1010,Vietnam,98953541,VNM,2021-08-11,12098821.0,11006121.0,1092700.0,,756957.0,649358.0,12.32,11.21,1.11,,6615.0,604541.0,0.616
1011,Vietnam,98953541,VNM,2021-08-12,13256472.0,12064617.0,1191855.0,,1157651.0,742194.0,13.5,12.29,1.21,,7560.0,689075.0,0.702
1012,Vietnam,98953541,VNM,2021-08-13,13772920.0,12500947.0,1271973.0,,516448.0,749236.0,14.03,12.73,1.3,,7632.0,690858.0,0.704
1013,Vietnam,98953541,VNM,2021-08-14,14434017.0,13078340.0,1355677.0,,661097.0,791057.0,14.7,13.32,1.38,,8058.0,724312.0,0.738
1014,Vietnam,98953541,VNM,2021-08-15,14666708.0,13287434.0,1379274.0,,232691.0,751556.0,14.94,13.54,1.41,,7656.0,689632.0,0.702
1015,Vietnam,98953541,VNM,2021-08-16,15271562.0,13869728.0,1401834.0,,604854.0,754854.0,15.56,14.13,1.43,,7689.0,697918.0,0.711
1016,Vietnam,98953541,VNM,2021-08-17,15518869.0,14032444.0,1486425.0,,247307.0,596715.0,15.81,14.29,1.51,,6078.0,532383.0,0.542
1017,Vietnam,98953541,VNM,2021-08-18,15922537.0,14359868.0,1562669.0,,403668.0,546245.0,16.22,14.63,1.59,,5564.0,479107.0,0.488
1018,Vietnam,98953541,VNM,2021-08-19,16306199.0,14669827.0,1636372.0,,383662.0,435675.0,16.61,14.94,1.67,,4438.0,372173.0,0.379
1019,Vietnam,98953541,VNM,2021-08-20,16494665.0,14787599.0,1707066.0,,188466.0,388821.0,16.8,15.06,1.74,,3961.0,326665.0,0.333
1020,Vietnam,98953541,VNM,2021-08-21,17065896.0,15274648.0,1791248.0,,571231.0,375983.0,17.38,15.56,1.82,,3830.0,313758.0,0.32
1021,Vietnam,98953541,VNM,2021-08-22,17364569.0,15530221.0,1834348.0,,298673.0,385409.0,17.69,15.82,1.87,,3926.0,320398.0,0.326
1022,Vietnam,98953541,VNM,2021-08-23,17647353.0,15725040.0,1922313.0,,282784.0,339399.0,17.98,16.02,1.96,,3457.0,265045.0,0.27
1023,Vietnam,98953541,VNM,2021-08-24,18095473.0,16056222.0,2039251.0,,448120.0,368086.0,18.43,16.36,2.08,,3750.0,289111.0,0.295
1024,Vietnam,98953541,VNM,2021-08-25,18522203.0,16382658.0,2139545.0,,426730.0,371381.0,18.87,16.69,2.18,,3783.0,288970.0,0.294
1025,Vietnam,98953541,VNM,2021-08-26,18843004.0,16607991.0,2235013.0,,320801.0,362401.0,19.19,16.92,2.28,,3692.0,276881.0,0.282
1026,Vietnam,98953541,VNM,2021-08-27,19151122.0,16822691.0,2328431.0,,308118.0,379494.0,19.51,17.14,2.37,,3866.0,290727.0,0.296
1027,Vietnam,98953541,VNM,2021-08-28,19431093.0,16999888.0,2431205.0,,279971.0,337885.0,19.79,17.32,2.48,,3442.0,246463.0,0.251
1028,Vietnam,98953541,VNM,2021-08-29,19710560.0,17186153.0,2524407.0,,279467.0,335142.0,20.08,17.51,2.57,,3414.0,236562.0,0.241
1029,Vietnam,98953541,VNM,2021-08-30,19966724.0,17347538.0,2619186.0,,256164.0,331339.0,20.34,17.67,2.67,,3375.0,231785.0,0.236
1030,Vietnam,98953541,VNM,2021-08-31,20210381.0,17483818.0,2726563.0,,243657.0,302130.0,20.59,17.81,2.78,,3078.0,203942.0,0.208
1031,Vietnam,98953541,VNM,2021-09-01,20542325.0,17660772.0,2881553.0,,331944.0,288589.0,20.93,17.99,2.94,,2940.0,182588.0,0.186
1032,Vietnam,98953541,VNM,2021-09-02,20831478.0,17872356.0,2959122.0,,289153.0,284068.0,21.22,18.21,3.01,,2894.0,180624.0,0.184
1033,Vietnam,98953541,VNM,2021-09-03,21046279.0,17998754.0,3047525.0,,214801.0,270737.0,21.44,18.33,3.1,,2758.0,168009.0,0.171
1034,Vietnam,98953541,VNM,2021-09-04,21445181.0,18246636.0,3198545.0,,398902.0,287727.0,21.85,18.59,3.26,,2931.0,178107.0,0.181
1035,Vietnam,98953541,VNM,2021-09-05,22012123.0,18673340.0,3338783.0,,566942.0,328795.0,22.42,19.02,3.4,,3349.0,212455.0,0.216
1036,Vietnam,98953541,VNM,2021-09-06,22675644.0,19231238.0,3444406.0,,663521.0,386989.0,23.1,19.59,3.51,,3942.0,269100.0,0.274
1037,Vietnam,98953541,VNM,2021-09-07,23577917.0,19809234.0,3768683.0,,902273.0,481077.0,24.02,20.18,3.84,,4901.0,332202.0,0.338
1038,Vietnam,98953541,VNM,2021-09-08,24781185.0,20591403.0,4189782.0,,1203268.0,605551.0,25.24,20.98,4.27,,6168.0,418662.0,0.426
1039,Vietnam,98953541,VNM,2021-09-09,25926688.0,21459102.0,4467586.0,,1145503.0,727887.0,26.41,21.86,4.55,,7415.0,512392.0,0.522
1040,Vietnam,98953541,VNM,2021-09-10,27108588.0,22367824.0,4740764.0,,1181900.0,866044.0,27.61,22.79,4.83,,8822.0,624153.0,0.636
1041,Vietnam,98953541,VNM,2021-09-11,28213392.0,23157067.0,5056325.0,,1104804.0,966887.0,28.74,23.59,5.15,,9849.0,701490.0,0.715
1042,Vietnam,98953541,VNM,2021-09-12,29280307.0,23954248.0,5326059.0,,1066915.0,1038312.0,29.83,24.4,5.43,,10577.0,754415.0,0.768
1043,Vietnam,98953541,VNM,2021-09-13,30348920.0,24727517.0,5621403.0,,1068613.0,1096182.0,30.92,25.19,5.73,,11166.0,785183.0,0.8
1044,Vietnam,98953541,VNM,2021-09-14,31254856.0,25420169.0,5834687.0,,905936.0,1096706.0,31.84,25.89,5.94,,11172.0,801562.0,0.817
1045,Vietnam,98953541,VNM,2021-09-15,32296517.0,26307653.0,5988864.0,,1041661.0,1073619.0,32.9,26.8,6.1,,10936.0,816607.0,0.832
1046,Vietnam,98953541,VNM,2021-09-16,33006632.0,26821906.0,6184726.0,,710115.0,1011421.0,33.62,27.32,6.3,,10303.0,766115.0,0.78
1047,Vietnam,98953541,VNM,2021-09-17,33555359.0,27208264.0,6347095.0,,548727.0,920967.0,34.18,27.72,6.47,,9381.0,691491.0,0.704
1048,Vietnam,98953541,VNM,2021-09-18,34095243.0,27577472.0,6517771.0,,539884.0,840264.0,34.73,28.09,6.64,,8559.0,631486.0,0.643
1049,Vietnam,98953541,VNM,2021-09-19,34553590.0,27913529.0,6640061.0,,458347.0,753326.0,35.2,28.43,6.76,,7674.0,565612.0,0.576
1050,Vietnam,98953541,VNM,2021-09-20,35071714.0,28288007.0,6783707.0,,518124.0,674685.0,35.73,28.82,6.91,,6873.0,508641.0,0.518
1051,Vietnam,98953541,VNM,2021-09-21,35675840.0,28745680.0,6930160.0,,604126.0,631569.0,36.34,29.28,7.06,,6433.0,475073.0,0.484
1052,Vietnam,98953541,VNM,2021-09-22,36152556.0,29094447.0,7058109.0,,476716.0,550863.0,36.83,29.64,7.19,,5611.0,398113.0,0.406
1053,Vietnam,98953541,VNM,2021-09-23,36793910.0,29534498.0,7259412.0,,641354.0,541040.0,37.48,30.09,7.39,,5511.0,387513.0,0.395
1054,Vietnam,98953541,VNM,2021-09-24,37583248.0,30027703.0,7555545.0,,789338.0,575413.0,38.28,30.59,7.7,,5861.0,402777.0,0.41
1055,Vietnam,98953541,VNM,2021-09-25,38367246.0,30420963.0,7946283.0,,783998.0,610286.0,39.08,30.99,8.09,,6217.0,406213.0,0.414
1056,Vietnam,98953541,VNM,2021-09-26,39232772.0,30946214.0,8286558.0,,865526.0,668455.0,39.96,31.52,8.44,,6809.0,433241.0,0.441
1057,Vietnam,98953541,VNM,2021-09-27,40095031.0,31497967.0,8597064.0,,862259.0,717617.0,40.84,32.09,8.76,,7310.0,458566.0,0.467
1058,Vietnam,98953541,VNM,2021-09-28,41153041.0,32171641.0,8981400.0,,1058010.0,782457.0,41.92,32.77,9.15,,7971.0,489423.0,0.499
1059,Vietnam,98953541,VNM,2021-09-29,42165168.0,32669057.0,9496111.0,,1012127.0,858945.0,42.95,33.28,9.67,,8750.0,510659.0,0.52
1060,Vietnam,98953541,VNM,2021-09-30,42888157.0,33069709.0,9818448.0,,722989.0,870607.0,43.69,33.69,10.0,,8868.0,505030.0,0.514
1061,Vietnam,98953541,VNM,2021-10-01,43658818.0,33532395.0,10126423.0,,770661.0,867939.0,44.47,34.16,10.32,,8841.0,500670.0,0.51
1062,Vietnam,98953541,VNM,2021-10-02,44637911.0,34155519.0,10482392.0,,979093.0,895809.0,45.47,34.79,10.68,,9125.0,533508.0,0.543
1063,Vietnam,98953541,VNM,2021-10-03,45496123.0,34622194.0,10873929.0,,858212.0,894764.0,46.34,35.27,11.08,,9115.0,525140.0,0.535
1064,Vietnam,98953541,VNM,2021-10-04,46969510.0,35355593.0,11613917.0,,1473387.0,982068.0,47.85,36.02,11.83,,10004.0,551089.0,0.561
1065,Vietnam,98953541,VNM,2021-10-05,48155037.0,35933360.0,12221677.0,,1185527.0,1000285.0,49.05,36.6,12.45,,10189.0,537388.0,0.547
1066,Vietnam,98953541,VNM,2021-10-06,49254925.0,36448527.0,12806398.0,,1099888.0,1012822.0,50.17,37.13,13.05,,10317.0,539924.0,0.55
1067,Vietnam,98953541,VNM,2021-10-07,,,,,,1103337.0,,,,,11239.0,573899.0,0.585
1068,Vietnam,98953541,VNM,2021-10-08,51968108.0,37725480.0,14242628.0,,,1187041.0,52.94,38.43,14.51,,12092.0,599012.0,0.61
1069,Vietnam,98953541,VNM,2021-10-09,,,,,,1212275.0,,,,,12349.0,579470.0,0.59
1070,Vietnam,98953541,VNM,2021-10-10,54279564.0,38698136.0,15581428.0,,,1254777.0,55.29,39.42,15.87,,12782.0,582277.0,0.593
1071,Vietnam,98953541,VNM,2021-10-11,55229124.0,39088086.0,16141038.0,,949560.0,1179945.0,56.26,39.82,16.44,,12020.0,533213.0,0.543
1072,Vietnam,98953541,VNM,2021-10-12,56330750.0,39837150.0,16493600.0,,1101626.0,1167959.0,57.38,40.58,16.8,,11897.0,557684.0,0.568
1073,Vietnam,98953541,VNM,2021-10-13,57457092.0,40654892.0,16802200.0,,1126342.0,1171738.0,58.53,41.41,17.12,,11936.0,600909.0,0.612
1074,Vietnam,98953541,VNM,2021-10-14,59003239.0,41811429.0,17191810.0,,1546147.0,1198818.0,60.1,42.59,17.51,,12212.0,674918.0,0.688
1075,Vietnam,98953541,VNM,2021-10-15,,,,,,1213354.0,,,,,12360.0,745054.0,0.759
1076,Vietnam,98953541,VNM,2021-10-16,61919937.0,44070286.0,17849651.0,,,1256586.0,63.07,44.89,18.18,,12800.0,836925.0,0.853
1077,Vietnam,98953541,VNM,2021-10-17,63434180.0,45281937.0,18152243.0,,1514243.0,1307802.0,64.62,46.13,18.49,,13322.0,940543.0,0.958
1078,Vietnam,98953541,VNM,2021-10-18,64992488.0,46493751.0,18498737.0,,1558308.0,1394766.0,66.2,47.36,18.84,,14208.0,1057952.0,1.078
1079,Vietnam,98953541,VNM,2021-10-19,67083557.0,47997541.0,19086016.0,,2091069.0,1536115.0,68.33,48.89,19.44,,15648.0,1165770.0,1.188
1080,Vietnam,98953541,VNM,2021-10-20,68809880.0,49352317.0,19457563.0,,1726323.0,1621827.0,70.09,50.27,19.82,,16521.0,1242489.0,1.266
1081,Vietnam,98953541,VNM,2021-10-21,,,,,,1620901.0,,,,,16511.0,1206232.0,1.229
1082,Vietnam,98953541,VNM,2021-10-22,71889209.0,51157792.0,20731417.0,,,1632517.0,73.23,52.11,21.12,,16630.0,1173848.0,1.196
1083,Vietnam,98953541,VNM,2021-10-23,72929311.0,51883474.0,21045837.0,,1040102.0,1572768.0,74.29,52.85,21.44,,16021.0,1116170.0,1.137
1084,Vietnam,98953541,VNM,2021-10-24,,,,,,1500810.0,,,,,15288.0,1031820.0,1.051
1085,Vietnam,98953541,VNM,2021-10-25,74950393.0,53125886.0,,,,1422558.0,76.35,54.12,,,14491.0,947448.0,0.965
1086,Vietnam,98953541,VNM,2021-10-26,75970872.0,53738466.0,,,1020479.0,1269616.0,77.39,54.74,,,12933.0,820132.0,0.835
1087,Vietnam,98953541,VNM,2021-10-27,77145612.0,54520772.0,,,1174740.0,1190819.0,78.58,55.54,,,12130.0,738351.0,0.752
1088,Vietnam,98953541,VNM,2021-10-28,78940403.0,55578783.0,,,1794791.0,1227266.0,80.41,56.62,,,12502.0,760533.0,0.775
1089,Vietnam,98953541,VNM,2021-10-29,80528570.0,56616780.0,,,1588167.0,1234194.0,82.03,57.67,,,12572.0,779855.0,0.794
1090,Vietnam,98953541,VNM,2021-10-30,81375376.0,57044159.0,,,846806.0,1206581.0,82.89,58.11,,,12291.0,737241.0,0.751
1091,Vietnam,98953541,VNM,2021-10-31,81929875.0,57332644.0,,,554499.0,1141432.0,83.46,58.4,,,11627.0,689709.0,0.703
1092,Vietnam,98953541,VNM,2021-11-01,83131464.0,58013895.0,,,1201589.0,1168724.0,84.68,59.1,,,11905.0,698287.0,0.711
1093,Vietnam,98953541,VNM,2021-11-02,84090899.0,58449622.0,,,959435.0,1160004.0,85.66,59.54,,,11816.0,673022.0,0.686
1094,Vietnam,98953541,VNM,2021-11-03,84884074.0,58807646.0,,,793175.0,1105495.0,86.47,59.9,,,11261.0,612411.0,0.624
1095,Vietnam,98953541,VNM,2021-11-04,86319808.0,59355699.0,,,1435734.0,1054201.0,87.93,60.46,,,10739.0,539559.0,0.55
1096,Vietnam,98953541,VNM,2021-11-05,,,,,,1063098.0,,,,,10829.0,497682.0,0.507
1097,Vietnam,98953541,VNM,2021-11-06,89620701.0,60845405.0,,,,1177904.0,91.29,61.98,,,11999.0,543035.0,0.553
1098,Vietnam,98953541,VNM,2021-11-07,,,,,,1283734.0,,,,,13077.0,577691.0,0.588
1099,Vietnam,98953541,VNM,2021-11-08,92211330.0,61907563.0,,,,1297124.0,93.93,63.06,,,13213.0,556238.0,0.567
1100,Vietnam,98953541,VNM,2021-11-09,93962665.0,62806992.0,,,1751335.0,1410252.0,95.72,63.98,,,14366.0,622481.0,0.634
1101,Vietnam,98953541,VNM,2021-11-10,,,,,,1482284.0,,,,,15099.0,633848.0,0.646
1102,Vietnam,98953541,VNM,2021-11-11,96557452.0,63682168.0,,,,1462521.0,98.36,64.87,,,14898.0,618067.0,0.63
1103,Vietnam,98953541,VNM,2021-11-12,97831758.0,64073710.0,,,1274306.0,1408786.0,99.66,65.27,,,14351.0,567594.0,0.578
1104,Vietnam,98953541,VNM,2021-11-13,98930571.0,64322087.0,,,1098813.0,1329981.0,100.78,65.52,,,13548.0,496669.0,0.506
1105,Vietnam,98953541,VNM,2021-11-14,99751224.0,64467940.0,,,820653.0,1262173.0,101.61,65.67,,,12857.0,441637.0,0.45
1106,Vietnam,98953541,VNM,2021-11-15,100862898.0,64767521.0,,,1111674.0,1235938.0,102.74,65.98,,,12590.0,408565.0,0.416
1107,Vietnam,98953541,VNM,2021-11-16,102030576.0,65222953.0,,,1167678.0,1152559.0,103.93,66.44,,,11741.0,345137.0,0.352
1108,Vietnam,98953541,VNM,2021-11-17,103573065.0,65772961.0,,,1542489.0,1187572.0,105.51,67.0,,,12097.0,361197.0,0.368
1109,Vietnam,98953541,VNM,2021-11-18,,,,,,1214390.0,,,,,12370.0,349428.0,0.356
1110,Vietnam,98953541,VNM,2021-11-19,106543301.0,66483363.0,,,,1244506.0,108.53,67.72,,,12677.0,344236.0,0.351
1111,Vietnam,98953541,VNM,2021-11-20,107861131.0,66706890.0,,,1317830.0,1275794.0,109.87,67.95,,,12996.0,340686.0,0.347
1112,Vietnam,98953541,VNM,2021-11-21,108915813.0,66916471.0,,,1054682.0,1309227.0,110.95,68.16,,,13336.0,349790.0,0.356
1113,Vietnam,98953541,VNM,2021-11-22,110917609.0,67337689.0,,,2001796.0,1436387.0,112.99,68.59,,,14632.0,367167.0,0.374
1114,Vietnam,98953541,VNM,2021-11-23,112944634.0,67824005.0,,,2027025.0,1559151.0,115.05,69.09,,,15882.0,371579.0,0.379
1115,Vietnam,98953541,VNM,2021-11-24,114591610.0,68490909.0,,,1646976.0,1574078.0,116.73,69.77,,,16034.0,388278.0,0.396
1116,Vietnam,98953541,VNM,2021-11-25,116328185.0,68934236.0,,,1736575.0,1610000.0,118.5,70.22,,,16400.0,400868.0,0.408
1117,Vietnam,98953541,VNM,2021-11-26,117691092.0,69309495.0,,,1362907.0,1592542.0,119.89,70.6,,,16222.0,403733.0,0.411
1118,Vietnam,98953541,VNM,2021-11-27,118768386.0,69747303.0,,,1077294.0,1558179.0,120.98,71.05,,,15872.0,434345.0,0.442
1119,Vietnam,98953541,VNM,2021-11-28,120644108.0,70958765.0,,,1875722.0,1675471.0,122.89,72.28,,,17067.0,577471.0,0.588
1120,Vietnam,98953541,VNM,2021-11-29,122083464.0,71143392.0,,,1439356.0,1595122.0,124.36,72.47,,,16249.0,543672.0,0.554
1121,Vietnam,98953541,VNM,2021-11-30,,,,,,1525634.0,,,,,15541.0,565934.0,0.576
1122,Vietnam,98953541,VNM,2021-12-01,125164684.0,72427696.0,,,,1510439.0,127.5,73.78,,,15386.0,562398.0,0.573
1123,Vietnam,98953541,VNM,2021-12-02,125955995.0,72731280.0,53224715.0,,791311.0,1375401.0,128.31,74.09,54.22,,14011.0,542435.0,0.553
1124,Vietnam,98953541,VNM,2021-12-03,126846771.0,73155299.0,,,890776.0,1307954.0,129.21,74.52,,,13324.0,549401.0,0.56
1125,Vietnam,98953541,VNM,2021-12-04,,,,,,1224200.0,,,,,12470.0,503847.0,0.513
1126,Vietnam,98953541,VNM,2021-12-05,127828796.0,73393169.0,,,,1026384.0,130.21,74.76,,,10455.0,347772.0,0.354
1127,Vietnam,98953541,VNM,2021-12-06,128675533.0,73663229.0,,,846737.0,941724.0,131.08,75.04,,,9593.0,359977.0,0.367
1128,Vietnam,98953541,VNM,2021-12-07,129408202.0,73899767.0,,,732669.0,826304.0,131.82,75.28,,,8417.0,302032.0,0.308
1129,Vietnam,98953541,VNM,2021-12-08,129965296.0,74039917.0,,,557094.0,685802.0,132.39,75.42,,,6986.0,230317.0,0.235
1130,Vietnam,98953541,VNM,2021-12-09,131033342.0,74647961.0,56385381.0,,1068046.0,725335.0,133.48,76.04,57.44,,7389.0,273812.0,0.279
1131,Vietnam,98953541,VNM,2021-12-10,131816392.0,74713350.0,,,783050.0,709946.0,134.28,76.11,,,7232.0,222579.0,0.227
1132,Vietnam,98953541,VNM,2021-12-11,132266442.0,74832161.0,,,450050.0,704094.0,134.73,76.23,,,7172.0,222561.0,0.227
1133,Vietnam,98953541,VNM,2021-12-12,132873501.0,74907297.0,,,607059.0,720672.0,135.35,76.3,,,7341.0,216304.0,0.22
1134,Vietnam,98953541,VNM,2021-12-13,,,,,,766088.0,,,,,7804.0,194359.0,0.198
1135,Vietnam,98953541,VNM,2021-12-14,135202794.0,75140181.0,,,,827799.0,137.72,76.54,,,8432.0,177202.0,0.181
1136,Vietnam,98953541,VNM,2021-12-15,135736968.0,75215180.0,,,534174.0,824525.0,138.27,76.62,,,8399.0,167895.0,0.171
1137,Vietnam,98953541,VNM,2021-12-16,,,,,,803207.0,,,,,8182.0,110751.0,0.113
1138,Vietnam,98953541,VNM,2021-12-17,137574609.0,75631255.0,,,,822602.0,140.14,77.04,,,8379.0,131129.0,0.134
1139,Vietnam,98953541,VNM,2021-12-18,138772562.0,75697403.0,,,1197953.0,929446.0,141.36,77.11,,,9468.0,123606.0,0.126
1140,Vietnam,98953541,VNM,2021-12-19,,,,,,978377.0,,,,,9966.0,140932.0,0.144
1141,Vietnam,98953541,VNM,2021-12-20,,,,,,947654.0,,,,,9653.0,152358.0,0.155
1142,Vietnam,98953541,VNM,2021-12-21,,,,,,916930.0,,,,,9340.0,163783.0,0.167
1143,Vietnam,98953541,VNM,2021-12-22,,,,,,976274.0,,,,,9945.0,181129.0,0.185
1144,Vietnam,98953541,VNM,2021-12-23,143520464.0,76679502.0,,,,980668.0,146.2,78.11,,,9990.0,179469.0,0.183
1145,Vietnam,98953541,VNM,2021-12-24,144513779.0,76881418.0,,,993315.0,991310.0,147.21,78.32,,,10098.0,178595.0,0.182
1146,Vietnam,98953541,VNM,2021-12-25,145595435.0,77074627.0,,,1081656.0,974696.0,148.31,78.51,,,9929.0,196746.0,0.2
1147,Vietnam,98953541,VNM,2021-12-26,146335052.0,77138616.0,,,739617.0,944701.0,149.06,78.58,,,9623.0,177828.0,0.181
1148,Vietnam,98953541,VNM,2021-12-27,,,,,,942176.0,,,,,9598.0,165440.0,0.169
1149,Vietnam,98953541,VNM,2021-12-28,148198862.0,77358030.0,,,,939651.0,150.96,78.8,,,9572.0,153053.0,0.156
1150,Vietnam,98953541,VNM,2021-12-29,,,,,,999501.0,,,,,10181.0,139098.0,0.142
1151,Vietnam,98953541,VNM,2021-12-30,150935915.0,77555511.0,68435813.0,,,1059350.0,153.75,79.0,69.71,,10791.0,125144.0,0.127
1152,Vietnam,98953541,VNM,2021-12-31,,,,,,1044164.0,,,,,10636.0,107775.0,0.11
1153,Vietnam,98953541,VNM,2022-01-01,,,,,,1016358.0,,,,,10353.0,91649.0,0.093
